,country_name,state_name,county_code_fips,county_name,Latitude,longitude,confirmed,deaths,recovered,active,refresh_date,combined_key,last_updated,incidence_rate,case_fatality_ratio
52,India,Karnataka,,,14.705179999999999,76.166436,2998699,38243,,,2021-12-07,"Karnataka, India",2021-12-08 04:22:46+00:00,4438.395181624366,1.2753197303230501
53,India,Kerala,,,10.450898,76.405749,5173854,41902,,,2021-12-07,"Kerala, India",2021-12-08 04:22:46+00:00,14492.81435567496,0.8098798303933586
54,India,Ladakh,,,34.1526,77.5771,21735,215,,,2021-12-07,"Ladakh, India",2021-12-08 04:22:46+00:00,7924.123825600006,0.9891879457096848
55,India,Lakshadweep,,,13.699997199999999,72.18333259999999,10405,51,,,2021-12-07,"Lakshadweep, India",2021-12-08 04:22:46+00:00,16149.55998075401,0.490148966842864
56,India,Madhya Pradesh,,,23.541513000000002,78.289633,793274,10529,,,2021-12-07,"Madhya Pradesh, India",2021-12-08 04:22:46+00:00,929.338822231502,1.32728414141898
57,India,Maharashtra,,,19.449759,76.108221,6639995,141194,,,2021-12-07,"Maharashtra, India",2021-12-08 04:22:46+00:00,5392.047501895399,2.126417263868422
58,India,Manipur,,,24.738975,93.882541,125406,1985,,,2021-12-07,"Manipur, India",2021-12-08 04:22:46+00:00,4056.4183927453746,1.5828588743760266
59,India,Meghalaya,,,25.536934,91.278882,84619,1475,,,2021-12-07,"Meghalaya, India",2021-12-08 04:22:46+00:00,2513.4032928289043,1.7431073399591108
60,India,Mizoram,,,23.309381,92.83821999999999,137057,508,,,2021-12-07,"Mizoram, India",2021-12-08 04:22:46+00:00,11059.726736623295,0.3706487082016971
61,India,Nagaland,,,26.06702,94.470302,32142,699,,,2021-12-07,"Nagaland, India",2021-12-08 04:22:46+00:00,1428.7270052162626,2.174724659324249
62,India,Odisha,,,20.505428,84.418059,1050505,8424,,,2021-12-07,"Odisha, India",2021-12-08 04:22:46+00:00,2266.152021426026,0.8019000385528865
63,India,Puducherry,,,11.882658000000001,78.86498,129105,1876,,,2021-12-07,"Puducherry, India",2021-12-08 04:22:46+00:00,9133.439261090225,1.4530808256845205
64,India,Punjab,,,30.841465000000003,75.40879,603556,16612,,,2021-12-07,"Punjab, India",2021-12-08 04:22:46+00:00,2002.41707635548,2.7523543797095877
65,India,Rajasthan,,,26.583423,73.847973,954944,8956,,,2021-12-07,"Rajasthan, India",2021-12-08 04:22:46+00:00,1178.467618173204,0.9378560418202533
66,India,Sikkim,,,27.571671000000002,88.472712,32382,405,,,2021-12-07,"Sikkim, India",2021-12-08 04:22:46+00:00,4691.336919468426,1.2506948304613674
67,India,Tamil Nadu,,,11.006091,78.400624,2731945,36549,,,2021-12-07,"Tamil Nadu, India",2021-12-08 04:22:46+00:00,3509.6358336510634,1.3378380604294742
68,India,Telangana,,,18.1124,79.0193,677341,4001,,,2021-12-07,"Telangana, India",2021-12-08 04:22:46+00:00,1720.7672475579184,0.5906921329138499
69,India,Tripura,,,23.746782999999997,91.743565,84874,826,,,2021-12-07,"Tripura, India",2021-12-08 04:22:46+00:00,2035.4482739435086,0.9732073426491034
70,India,Unknown,,,,,0,0,,,2021-12-07,"Unknown, India",2021-12-08 04:22:46+00:00,,
71,India,Uttar Pradesh,,,26.925425,80.560982,1710492,22911,,,2021-12-07,"Uttar Pradesh, India",2021-12-08 04:22:46+00:00,719.048430271681,1.339439178902912
72,India,Uttarakhand,,,30.156446999999996,79.197608,344385,7411,,,2021-12-07,"Uttarakhand, India",2021-12-08 04:22:46+00:00,3060.966550284432,2.151952030431058
73,India,West Bengal,,,23.814082,87.979803,1620229,19562,,,2021-12-07,"West Bengal, India",2021-12-08 04:22:46+00:00,1626.584014948885,1.2073601941453955
74,India,Andaman and Nicobar Islands,,,11.225999,92.96817800000001,7691,129,,,2021-12-08,"Andaman and Nicobar Islands, India",2021-12-09 04:22:49+00:00,1844.2052964252487,1.6772851384735405
75,India,Andhra Pradesh,,,15.9129,79.74,2074217,14457,,,2021-12-08,"Andhra Pradesh, India",2021-12-09 04:22:49+00:00,3848.0267837685096,0.6969858987752969
76,India,Arunachal Pradesh,,,27.768456,96.384277,55298,280,,,2021-12-08,"Arunachal Pradesh, India",2021-12-09 04:22:49+00:00,3521.138419492913,0.5063474266700423
77,India,Assam,,,26.357149,92.83044100000001,618042,6127,,,2021-12-08,"Assam, India",2021-12-09 04:22:49+00:00,1735.7298370134063,0.9913565744722851
78,India,Bihar,,,25.679658,85.60484,726259,12090,,,2021-12-08,"Bihar, India",2021-12-09 04:22:49+00:00,581.9386463418257,1.6646953772689908
79,India,Chandigarh,,,30.733839,76.76827800000002,65515,820,,,2021-12-08,"Chandigarh, India",2021-12-09 04:22:49+00:00,5655.289333458785,1.2516217660077844
80,India,Chhattisgarh,,,21.264705,82.035366,1007075,13594,,,2021-12-08,"Chhattisgarh, India",2021-12-09 04:22:49+00:00,3421.209053563957,1.3498498125760245
81,India,Dadra and Nagar Haveli and Daman and Diu,,,20.194742,73.080901,10683,4,,,2021-12-08,"Dadra and Nagar Haveli and Daman and Diu, India",2021-12-09 04:22:49+00:00,1735.0306306072198,0.037442665917813346
82,India,Delhi,,,28.646519,77.10898,1441514,25100,,,2021-12-08,"Delhi, India",2021-12-09 04:22:49+00:00,7704.131308975581,1.741224851094058
83,India,Goa,,,15.359682000000001,74.057396,179307,3388,,,2021-12-08,"Goa, India",2021-12-09 04:22:49+00:00,11303.829787234043,1.889496784843871
84,India,Gujarat,,,22.694884,71.590923,827873,10095,,,2021-12-08,"Gujarat, India",2021-12-09 04:22:49+00:00,1296.1357534104836,1.2193899305811398
85,India,Haryana,,,29.20004,76.332824,771904,10055,,,2021-12-08,"Haryana, India",2021-12-09 04:22:49+00:00,2736.7928712002954,1.3026231241190613
86,India,Himachal Pradesh,,,31.927213000000002,77.233081,227753,3857,,,2021-12-08,"Himachal Pradesh, India",2021-12-09 04:22:49+00:00,3056.28522984908,1.6935012930674898
87,India,Jammu and Kashmir,,,33.75943,76.612638,338198,4489,,,2021-12-08,"Jammu and Kashmir, India",2021-12-09 04:22:49+00:00,2485.594929415154,1.3273289611411068
88,India,Jharkhand,,,23.654536,85.557631,349383,5141,,,2021-12-08,"Jharkhand, India",2021-12-09 04:22:49+00:00,905.2792422273047,1.4714511009408013
89,India,Karnataka,,,14.705179999999999,76.166436,2999098,38249,,,2021-12-08,"Karnataka, India",2021-12-09 04:22:49+00:00,4438.985744290865,1.2753501219366623
90,India,Kerala,,,10.450898,76.405749,5178892,42014,,,2021-12-08,"Kerala, India",2021-12-09 04:22:49+00:00,14506.926620675848,0.811254608128534
91,India,Ladakh,,,34.1526,77.5771,21749,215,,,2021-12-08,"Ladakh, India",2021-12-09 04:22:49+00:00,7929.227931123742,0.9885511977562187
92,India,Lakshadweep,,,13.699997199999999,72.18333259999999,10405,51,,,2021-12-08,"Lakshadweep, India",2021-12-09 04:22:49+00:00,16149.55998075401,0.490148966842864
93,India,Madhya Pradesh,,,23.541513000000002,78.289633,793288,10529,,,2021-12-08,"Madhya Pradesh, India",2021-12-09 04:22:49+00:00,929.3552235550183,1.3272607174191466
94,India,Maharashtra,,,19.449759,76.108221,6640888,141204,,,2021-12-08,"Maharashtra, India",2021-12-09 04:22:49+00:00,5392.772667866036,2.126281906877514
95,India,Manipur,,,24.738975,93.882541,125429,1985,,,2021-12-08,"Manipur, India",2021-12-09 04:22:49+00:00,4057.162357332661,1.582568624480782
96,India,Meghalaya,,,25.536934,91.278882,84631,1475,,,2021-12-08,"Meghalaya, India",2021-12-09 04:22:49+00:00,2513.759723884742,1.742860181257459
97,India,Mizoram,,,23.309381,92.83821999999999,137377,509,,,2021-12-08,"Mizoram, India",2021-12-09 04:22:49+00:00,11085.5489314453,0.370513259133625
98,India,Nagaland,,,26.06702,94.470302,32143,699,,,2021-12-08,"Nagaland, India",2021-12-09 04:22:49+00:00,1428.7714556862152,2.1746570015244377
99,India,Odisha,,,20.505428,84.418059,1050760,8426,,,2021-12-08,"Odisha, India",2021-12-09 04:22:49+00:00,2266.70210806575,0.8018957706802695
